TransactionID,CustomerID,ProductID,Date,Quantity,TotalAmount
383,45,67,12/19/2024,2,400631.54
384,33,104,5/13/2025,1,89143.21
385,498,99,2/26/2025,1,117959.83
386,33,293,12/14/2023,4,983565.32
387,674,251,9/18/2023,5,135934.5
388,639,132,5/5/2025,1,48048.89
389,376,114,5/7/2024,5,173863.15
390,736,37,8/25/2024,1,151442.29
391,214,252,6/20/2025,1,49382.41
392,480,32,9/18/2024,3,643888.74
393,572,213,12/18/2023,3,733454.82
394,726,30,2/6/2025,5,423987.95
395,273,271,10/3/2024,1,104956.85
396,752,37,8/16/2024,3,454326.87
397,80,111,5/27/2024,5,626845.5
398,100,52,12/2/2023,2,340906
399,545,198,11/9/2024,2,400149.64
400,198,270,12/4/2024,2,252550.94
401,584,92,11/21/2024,5,1020478.35
402,768,286,1/30/2025,4,571496.92
403,765,55,12/14/2023,5,734633.1
404,367,235,8/24/2024,4,792199.72
405,107,86,11/24/2023,2,202645.12
406,564,206,9/17/2024,5,605141.85
407,346,81,8/9/2024,5,801641.95
408,615,227,11/11/2023,3,613101.81
409,323,282,7/1/2025,3,736029.63
410,381,212,4/5/2025,4,724326
411,744,166,9/27/2024,5,981488.2
412,247,289,8/9/2025,5,1010860.2
413,220,193,1/28/2024,5,467346.15
414,763,131,1/21/2024,3,568000.53
415,464,230,5/9/2025,4,448174
416,1,18,12/21/2024,3,584989.2
417,611,9,11/11/2024,5,498200.35
418,139,155,6/1/2024,1,12534.65
419,308,114,12/31/2024,2,69545.26
420,323,12,1/7/2025,3,590233.14
421,567,262,12/24/2024,5,664129.5
422,585,293,11/30/2024,2,491782.66
423,97,20,12/20/2024,4,878137.76
424,365,80,2/20/2025,2,32854.68
425,272,188,7/14/2024,5,14566.25
426,256,120,11/8/2024,3,236090.43
427,308,48,11/25/2023,5,43756.15
428,410,292,1/23/2024,2,100751.3
429,752,40,7/12/2025,3,556097.19
430,495,89,5/29/2025,4,260907.44
431,707,296,6/27/2025,1,51398.23
432,610,154,6/17/2025,1,165661.49
433,749,296,12/8/2024,4,205592.92
434,81,29,4/8/2025,3,672927.96
435,357,223,11/20/2024,4,321992.56
436,124,117,8/15/2024,5,181172.15
437,12,196,2/28/2024,1,68322.36
438,313,269,11/5/2023,1,151737.11
439,327,277,9/14/2024,5,375394.15
440,154,168,12/13/2024,5,973003.75
441,715,114,6/2/2025,2,69545.26
442,52,202,6/1/2025,4,483709.52
443,771,295,1/31/2025,5,864017.1
444,93,114,10/8/2023,4,139090.52
445,297,202,8/25/2023,2,241854.76
446,136,173,2/27/2025,1,172206.88
447,488,293,1/22/2024,1,245891.33
448,562,205,2/21/2024,3,459101.79
449,88,205,4/16/2025,5,765169.65
450,445,67,8/4/2024,2,400631.54
451,493,287,9/9/2023,2,337447.5
452,500,203,4/12/2025,5,848795.45
453,201,288,11/12/2023,5,359195.15
454,754,269,3/13/2025,2,303474.22
455,249,37,8/7/2024,3,454326.87
456,796,221,10/1/2024,3,639125.55
457,702,295,5/24/2025,1,172803.42
458,116,212,6/9/2025,4,724326
459,375,179,9/28/2024,2,38449.06
460,329,177,2/2/2024,5,837104.85
461,672,13,1/17/2025,3,441300.69
462,174,180,5/17/2024,5,1131212.3
463,453,75,6/7/2024,4,585318.2
464,46,120,1/25/2025,2,157393.62
465,702,192,8/27/2024,2,439359.3
466,776,44,3/2/2024,1,101144.59
467,758,28,2/18/2024,2,373129.16
468,636,76,6/21/2025,3,384368.01
469,15,176,1/4/2024,1,226766.57
470,313,231,3/22/2024,4,980709.4
471,24,170,2/19/2024,2,352014.94
472,758,276,11/1/2023,2,206960
473,209,280,6/8/2024,5,264116.6
474,769,133,1/21/2025,5,784291.95
475,495,73,4/1/2024,1,75885.2
476,386,299,4/5/2025,5,1081389.75
477,45,131,4/25/2025,2,378667.02
478,62,146,8/27/2023,2,10543.24
479,714,139,5/10/2025,1,237141.61
480,477,5,1/17/2024,1,50878.86
481,398,139,1/31/2024,3,711424.83
482,111,10,9/3/2023,3,642683.19
483,665,198,3/6/2025,2,400149.64
484,390,261,2/21/2025,1,240981.76
485,324,249,12/22/2023,5,1121354.2
486,545,46,7/14/2025,2,87694.94
487,204,257,1/11/2024,4,926773.28
488,575,12,1/26/2025,1,196744.38
489,254,272,1/11/2024,3,687058.83
490,342,251,11/4/2023,4,108747.6
491,763,81,4/18/2024,1,160328.39
492,356,181,10/12/2023,3,343378.29
493,641,155,3/28/2025,2,25069.3
494,514,142,9/12/2024,1,222049.52
495,641,132,12/20/2024,4,192195.56
496,31,285,6/5/2025,3,422366.73
497,231,78,2/9/2025,3,457374
498,403,71,2/4/2025,1,212970.75
499,748,196,11/2/2023,5,341611.8
500,695,117,6/27/2024,4,144937.72
501,247,294,5/17/2024,2,74067.76
502,437,160,5/24/2025,5,378142.8
503,338,230,9/12/2024,5,560217.5
504,135,106,8/13/2025,2,186469.54
505,595,278,6/8/2025,2,430493.06
506,142,159,9/2/2023,5,258854.9
507,139,221,9/15/2023,2,426083.7
508,672,290,11/16/2023,2,54128.76
509,326,35,4/23/2025,5,968103.55
510,546,61,7/29/2024,2,428698.48
511,326,75,1/16/2025,1,146329.55
512,784,164,12/18/2024,4,512561.6
513,422,156,5/9/2025,4,417942
514,764,141,4/26/2025,2,262534.7
515,798,97,2/20/2024,1,210239.35
516,135,95,2/20/2024,1,226678.36
517,781,137,9/29/2024,5,384378.6
518,581,119,5/26/2024,5,417455.25
519,238,119,8/24/2024,1,83491.05
520,368,41,5/31/2024,4,867454.6
521,138,258,8/7/2024,5,156215.95
522,481,192,12/7/2023,2,439359.3
523,397,252,5/12/2024,4,197529.64
524,141,84,5/26/2025,2,382971.72
525,232,17,1/25/2024,4,925078.32
526,783,8,2/7/2025,3,66640.05
527,423,114,9/8/2023,2,69545.26
528,776,105,5/31/2025,1,105407.91
529,182,225,9/9/2024,5,634894.35
530,502,167,1/2/2025,4,200249.36
531,253,219,5/29/2024,4,56457
532,795,22,11/10/2024,5,716099
533,753,195,10/26/2024,3,301087.29
534,404,293,10/1/2023,5,1229456.65
535,550,269,6/24/2024,1,151737.11
536,534,56,9/6/2023,4,345560.52
537,468,22,4/15/2025,2,286439.6
538,532,276,5/14/2025,4,413920
539,753,21,10/27/2024,5,480346.75
540,397,265,4/29/2025,1,231130.53
541,195,150,8/28/2023,4,124915.64
542,408,156,8/1/2024,3,313456.5
543,473,86,7/15/2025,4,405290.24
544,302,28,10/5/2023,5,932822.9
545,146,238,11/8/2023,4,950454.4
546,93,257,12/13/2023,1,231693.32
547,185,300,2/21/2024,5,487636.1
548,139,202,7/4/2025,4,483709.52
549,332,231,3/1/2025,1,245177.35
550,184,233,5/17/2025,5,47200.35
551,730,104,6/6/2024,4,356572.84
552,93,129,5/2/2025,3,401036.28
553,709,84,3/31/2025,1,191485.86
554,94,59,9/17/2024,4,51551.76
555,650,186,10/10/2024,1,106785.8
556,537,197,3/27/2024,5,863153.3
557,627,82,1/5/2024,4,262624.6
558,564,195,11/12/2023,1,100362.43
559,787,88,7/22/2025,3,492067.32
560,580,77,5/27/2024,2,281167.1
561,149,92,9/24/2024,1,204095.67
562,430,158,5/4/2025,3,356585.67
563,748,229,8/30/2023,3,336901.8
564,642,93,7/8/2025,1,181774.19
565,135,104,10/20/2023,1,89143.21
566,638,130,7/12/2024,1,237542.12
567,470,255,1/18/2025,4,717354.32
568,557,3,2/5/2024,5,159917.05
569,506,122,3/10/2024,2,105481.8
570,603,244,7/8/2025,4,99242.16
571,420,227,5/24/2024,1,204367.27
572,616,4,1/17/2024,2,40105.9
573,561,143,4/24/2024,5,430059.2
574,644,286,4/10/2025,2,285748.46
575,51,95,7/31/2024,2,453356.72
576,57,179,7/29/2025,1,19224.53
577,149,17,7/19/2024,5,1156347.9
578,618,153,9/30/2023,3,37867.35
579,90,26,12/8/2024,1,10176.24
580,427,92,10/30/2024,2,408191.34
581,689,146,7/19/2024,5,26358.1
582,677,294,1/6/2025,5,185169.4
583,182,234,8/28/2024,5,2711.7
584,369,19,2/27/2025,1,216935.08
585,787,154,12/30/2023,3,496984.47
586,378,195,7/18/2024,1,100362.43
587,777,219,3/28/2024,5,70571.25
588,67,150,10/5/2023,4,124915.64
589,138,63,2/8/2024,3,489213.12
590,338,270,4/23/2024,4,505101.88
591,538,108,9/22/2024,2,235797.74
592,627,30,11/4/2023,1,84797.59
593,586,271,12/28/2024,1,104956.85
594,496,148,3/9/2025,4,212767.84
595,624,163,8/18/2025,3,314991.09
596,539,295,3/29/2025,5,864017.1
597,363,67,5/1/2024,5,1001578.85
598,577,255,8/5/2025,5,896692.9
599,747,255,5/18/2025,4,717354.32
600,185,120,4/11/2024,3,236090.43
601,199,1,9/18/2023,1,237290.84
602,25,239,7/28/2024,1,206415.09
603,756,107,1/8/2025,5,369328.75
604,425,212,5/7/2024,1,181081.5
605,342,180,4/17/2025,5,1131212.3
606,653,109,9/8/2024,1,145288.12
607,656,104,7/15/2024,3,267429.63
608,261,35,6/21/2025,3,580862.13
609,308,260,7/21/2025,5,1195347.45
610,332,4,9/22/2023,1,20052.95
611,703,171,8/13/2024,3,121539.63
612,406,292,12/10/2024,5,251878.25
613,30,90,2/15/2024,2,202894.84
614,339,174,11/19/2023,4,331942.4
615,486,19,10/13/2024,2,433870.16
616,494,80,7/25/2025,4,65709.36
617,550,172,12/9/2024,4,497362
618,424,29,2/6/2024,5,1121546.6
619,307,290,9/5/2023,3,81193.14
620,569,275,2/28/2025,1,201296.81
621,214,296,11/23/2023,3,154194.69
622,363,34,10/30/2023,2,68058.38
623,288,16,1/30/2024,3,437633.79
624,385,274,12/27/2024,2,485275.34
625,585,200,5/1/2024,2,490803.02
626,610,60,10/15/2023,3,585202.86
627,723,162,11/22/2024,1,155888.05
628,279,212,2/7/2025,1,181081.5
629,509,122,2/26/2025,3,158222.7
630,463,155,9/19/2024,2,25069.3
631,538,155,9/11/2024,2,25069.3
632,115,192,6/2/2025,1,219679.65
633,797,104,7/3/2025,1,89143.21
634,455,260,10/10/2024,1,239069.49
635,495,257,6/3/2025,2,463386.64
636,195,175,11/6/2023,4,14723.92
637,751,269,1/6/2025,3,455211.33
638,795,168,7/14/2024,2,389201.5
639,788,51,10/24/2023,5,632645.15
640,693,68,9/27/2023,2,126942.84
641,742,19,9/11/2024,4,867740.32
642,397,268,3/28/2024,1,26336.71
643,5,160,1/9/2025,1,75628.56
644,704,45,7/25/2025,3,659680.44
645,479,24,4/9/2025,1,101042
646,534,160,7/17/2025,1,75628.56
647,592,160,11/23/2024,2,151257.12
648,329,103,4/10/2025,2,327562.88
649,294,142,5/7/2025,5,1110247.6
650,327,226,6/14/2024,1,161007.67
651,280,77,7/3/2024,2,281167.1
652,281,59,1/31/2025,1,12887.94
653,638,287,2/10/2024,5,843618.75
654,105,106,7/8/2025,5,466173.85
655,359,282,9/19/2024,3,736029.63
656,278,73,11/1/2023,3,227655.6
657,588,126,1/8/2024,2,317110.28
658,73,160,10/17/2023,5,378142.8
659,347,277,10/12/2024,4,300315.32
660,52,67,6/23/2025,1,200315.77
661,483,26,11/10/2023,1,10176.24
662,393,28,6/8/2024,1,186564.58
663,437,201,1/28/2024,2,52752.84
664,722,229,6/20/2025,5,561503
665,365,160,9/5/2023,3,226885.68
666,203,274,5/22/2024,1,242637.67
667,774,239,4/6/2024,5,1032075.45
668,135,48,3/7/2025,4,35004.92
669,100,234,11/3/2023,3,1627.02
670,701,239,3/3/2025,4,825660.36
671,238,115,1/14/2024,2,171992.28
672,632,133,8/11/2024,3,470575.17
673,402,94,9/11/2024,3,515209.11
674,333,233,2/14/2024,4,37760.28
675,31,34,12/15/2024,4,136116.76
676,116,180,12/16/2023,4,904969.84
677,473,88,12/21/2023,3,492067.32
678,787,179,6/9/2025,5,96122.65
679,589,66,3/2/2024,5,810096
680,106,208,10/18/2023,1,110451.63
681,334,285,11/15/2024,1,140788.91
682,310,273,8/23/2024,4,275048.68
683,411,212,1/17/2025,2,362163
684,636,125,8/30/2023,5,163933.95
685,163,247,2/18/2024,4,548595.2
686,68,175,11/16/2023,2,7361.96
687,711,221,7/26/2024,4,852167.4
688,581,176,9/21/2023,5,1133832.85
689,711,121,12/26/2024,2,3352.04
690,679,40,2/21/2025,5,926828.65
691,499,59,3/15/2024,5,64439.7
692,611,238,3/19/2024,3,712840.8
693,569,50,6/2/2025,4,275429.56
694,181,158,5/9/2024,4,475447.56
695,72,56,3/8/2024,5,431950.65
696,790,195,9/27/2023,3,301087.29
697,507,32,2/9/2024,1,214629.58
